max_rh_93710,max_soil_temp_93710,min_wss_93720,date,Season,year,aqi,ozone,pm25,nox,pollutant,CarryOver,classification
70,25.0,0.0,2014-08-18T00:00:00,1.0,2014,129,0.0789999961853027,42.0,0.025,ozone,97,unhealthy 4 sensitive
76,25.0,0.0,2014-08-25T00:00:00,1.0,2014,90,0.0669999718666077,25.0,0.015,ozone,201,moderate
73,25.0,0.0,2014-08-13T00:00:00,1.0,2014,84,0.0599999986588955,28.0,0.013,pm25,90,moderate
71,26.0,2.1,2014-07-18T00:00:00,1.0,2014,89,0.062999963760376,30.0,0.008,pm25,97,moderate
73,26.0,0.0,2014-07-13T00:00:00,1.0,2014,136,0.0809999704360962,24.0,0.011,ozone,200,unhealthy 4 sensitive
65,26.0,0.0,2014-07-20T00:00:00,1.0,2014,139,0.0819999575614929,29.0,0.007,ozone,87,unhealthy 4 sensitive
69,26.0,0.0,2014-06-19T00:00:00,0.25,2014,129,0.0789999961853027,13.0,0.034,ozone,118,unhealthy 4 sensitive
94,16.5,0.0,2014-10-31T00:00:00,0.75,2014,82,0.0499999970197678,27.0,0.055,pm25,76,moderate
88,16.5,0.0,2014-10-29T00:00:00,0.75,2014,87,0.0649999976158142,29.0,0.049,pm25,115,moderate
91,17.5,0.0,2014-10-28T00:00:00,0.75,2014,84,0.0539999976754189,28.0,0.075,pm25,87,moderate
79,18.5,0.0,2014-05-08T00:00:00,0.25,2014,71,0.0609999969601631,18.0,0.009,ozone,74,moderate
82,20.5,0.0,2014-10-10T00:00:00,0.75,2014,66,0.0539999976754189,19.0,0.071,pm25,146,moderate
81,21.5,0.0,2014-10-09T00:00:00,0.75,2014,101,0.0709999799728394,18.0,0.0779999,ozone,66,unhealthy 4 sensitive
72,21.5,0.0,2014-05-31T00:00:00,0.25,2014,129,0.0789999961853027,16.0,0.011,ozone,201,unhealthy 4 sensitive
82,21.5,0.0,2014-10-04T00:00:00,0.75,2014,201,0.105999946594238,37.0,0.056,ozone,200,very unhealthy
70,21.5,0.0,2014-06-04T00:00:00,0.25,2014,139,0.0819999575614929,17.0,0.014,ozone,150,unhealthy 4 sensitive
85,21.5,0.0,2014-10-03T00:00:00,0.75,2014,201,0.090999960899353,23.0,0.089,ozone,201,very unhealthy
88,23.5,0.0,2014-09-24T00:00:00,0.75,2014,201,0.0889999866485596,30.0,0.025,ozone,63,very unhealthy
74,24.5,0.0,2014-08-23T00:00:00,1.0,2014,100,0.0699999928474426,23.0,0.017,ozone,90,moderate
84,24.5,0.0,2014-09-20T00:00:00,1.0,2014,102,0.0659999847412109,36.0,0.025,pm25,84,unhealthy 4 sensitive
74,25.5,0.0,2014-07-14T00:00:00,1.0,2014,200,0.0989999771118164,33.0,0.014,ozone,201,unhealthy
76,25.5,0.0,2014-07-08T00:00:00,1.0,2014,89,0.117999970912933,30.0,0.027,pm25,139,moderate
77,27.5,0.0,2014-07-31T00:00:00,1.0,2014,200,0.104999959468842,41.0,0.037,ozone,110,unhealthy
92,9.6,0.0,2014-01-04T00:00:00,0.0,2014,170,0.056999996304512,93.0,0.108,pm25,165,unhealthy
94,9.6,0.0,2014-01-05T00:00:00,0.0,2014,165,0.0609999969601631,83.0,0.136,pm25,164,unhealthy
94,9.6,0.0,2014-01-09T00:00:00,0.0,2014,169,0.0329999998211861,91.0,0.041,pm25,157,unhealthy
93,12.1,0.0,2014-12-19T00:00:00,0.75,2014,107,0.0339999981224537,38.0,0.029,pm25,68,unhealthy 4 sensitive
95,12.6,0.0,2014-12-20T00:00:00,0.75,2014,68,0.0359999984502792,20.0,0.022,pm25,97,moderate
95,13.6,0.0,2014-12-12T00:00:00,0.75,2014,50,0.0529999993741512,12.0,0.012,pm25,84,good
92,13.6,2.1,2014-12-11T00:00:00,0.75,2014,137,0.0359999984502792,50.0,0.018,pm25,50,unhealthy 4 sensitive
96,14.1,0.0,2014-12-07T00:00:00,0.75,2014,119,0.0389999970793724,43.0,0.047,pm25,152,unhealthy 4 sensitive
93,14.1,0.0,2014-12-05T00:00:00,0.75,2014,82,0.0339999981224537,27.0,0.035,pm25,91,moderate
87,14.1,0.0,2014-11-19T00:00:00,0.75,2014,74,0.0319999977946281,23.0,0.045,pm25,70,moderate
96,14.6,0.0,2014-11-05T00:00:00,0.75,2014,158,0.0579999983310699,70.0,0.099,pm25,178,unhealthy
95,14.6,0.0,2014-11-03T00:00:00,0.75,2014,93,0.0459999963641167,32.0,0.0779999,pm25,112,moderate
96,15.1,0.0,2014-11-08T00:00:00,0.75,2014,176,0.0769999623298645,103.0,0.062,pm25,174,unhealthy
92,17.2,0.0,2014-04-25T00:00:00,0.25,2014,46,0.0459999963641167,11.0,0.012,pm25,50,good
76,17.2,1.5,2014-04-23T00:00:00,0.25,2014,57,0.0539999976754189,15.0,0.007,pm25,51,moderate
91,18.2,0.0,2014-05-07T00:00:00,0.25,2014,58,0.056999996304512,12.0,0.03,ozone,71,moderate
81,18.2,0.0,2014-05-06T00:00:00,0.25,2014,47,0.0509999990463257,10.0,0.009,ozone,58,good
65,19.2,0.0,2014-05-13T00:00:00,0.25,2014,100,0.0699999928474426,23.0,0.027,ozone,201,moderate
89,19.2,2.1,2014-10-26T00:00:00,0.75,2014,46,0.0459999963641167,11.0,0.009,pm25,87,good
43,20.2,1.5,2014-05-16T00:00:00,0.25,2014,201,0.0899999737739563,21.0,0.019,ozone,101,very unhealthy
76,21.2,0.0,2014-06-02T00:00:00,0.25,2014,132,0.0799999833106995,17.0,0.033,ozone,136,unhealthy 4 sensitive
80,24.2,0.0,2014-08-27T00:00:00,1.0,2014,201,0.0929999947547913,26.0,0.042,ozone,115,very unhealthy
75,24.2,0.0,2014-09-21T00:00:00,1.0,2014,84,0.0649999976158142,19.0,0.01,ozone,100,moderate
67,24.2,0.0,2014-09-16T00:00:00,1.0,2014,104,0.0719999670982361,35.0,0.016,ozone,139,unhealthy 4 sensitive
75,25.2,0.0,2014-08-11T00:00:00,1.0,2014,100,0.0699999928474426,31.0,0.021,ozone,119,moderate
58,26.2,0.0,2014-07-05T00:00:00,1.0,2014,150,0.0849999785423279,31.0,0.009,ozone,143,unhealthy 4 sensitive
72,26.2,0.0,2014-07-02T00:00:00,1.0,2014,200,0.104999959468842,26.0,0.016,ozone,111,unhealthy
86,17.7,0.0,2014-10-25T00:00:00,0.75,2014,89,0.0479999966919422,30.0,0.024,pm25,46,moderate
90,18.7,0.0,2014-10-19T00:00:00,0.75,2014,104,0.0719999670982361,26.0,0.049,ozone,78,unhealthy 4 sensitive
85,18.7,0.0,2014-10-20T00:00:00,0.75,2014,78,0.062999963760376,25.0,0.038,pm25,47,moderate
67,19.7,0.0,2014-05-03T00:00:00,0.25,2014,201,0.0879999995231628,22.0,0.005,ozone,58,very unhealthy
83,19.7,0.0,2014-10-18T00:00:00,0.75,2014,80,0.0639999508857727,21.0,0.029,ozone,104,moderate
87,21.7,0.0,2014-10-01T00:00:00,0.75,2014,84,0.0649999976158142,24.0,0.02,ozone,129,moderate
90,21.7,0.0,2014-09-30T00:00:00,0.75,2014,97,0.0689999461174011,22.0,0.06,ozone,84,moderate
74,21.7,0.0,2014-06-05T00:00:00,0.25,2014,150,0.0849999785423279,20.0,0.04,ozone,132,unhealthy 4 sensitive
90,21.7,0.0,2014-09-29T00:00:00,0.75,2014,71,0.0609999969601631,17.0,0.04,ozone,97,moderate
70,21.7,0.0,2014-06-18T00:00:00,0.25,2014,122,0.0769999623298645,15.0,0.017,ozone,129,unhealthy 4 sensitive
69,24.7,0.0,2014-08-29T00:00:00,1.0,2014,201,0.0879999995231628,34.0,0.028,ozone,84,very unhealthy
77,24.7,0.0,2014-08-28T00:00:00,1.0,2014,115,0.074999988079071,24.0,0.032,ozone,201,unhealthy 4 sensitive
64,24.7,0.0,2014-08-15T00:00:00,1.0,2014,201,0.0889999866485596,28.0,0.023,ozone,201,very unhealthy
63,24.7,2.6,2014-06-24T00:00:00,1.0,2014,97,0.0689999461174011,28.0,0.012,ozone,102,moderate
81,25.7,0.0,2014-07-09T00:00:00,1.0,2014,139,0.0819999575614929,27.0,0.024,ozone,125,unhealthy 4 sensitive
72,25.7,0.0,2014-07-19T00:00:00,1.0,2014,97,0.0689999461174011,18.0,0.009,ozone,139,moderate
76,25.7,0.0,2014-06-30T00:00:00,1.0,2014,99,0.111999988555908,35.0,0.015,pm25,76,moderate
91,25.7,0.0,2014-08-06T00:00:00,1.0,2014,143,0.0829999446868896,51.0,0.018,ozone,201,unhealthy 4 sensitive
96,12.7,0.0,2014-11-28T00:00:00,0.75,2014,156,0.0599999986588955,66.0,0.0779999,pm25,107,unhealthy
87,12.7,0.0,2014-11-30T00:00:00,0.75,2014,57,0.040999997407198,15.0,0.031,pm25,70,moderate
96,13.2,0.0,2014-12-23T00:00:00,0.0,2014,93,0.028999999165535,32.0,0.11,pm25,110,moderate
94,14.2,0.0,2014-11-23T00:00:00,0.75,2014,87,0.0299999974668026,29.0,0.045,pm25,89,moderate
93,14.2,0.0,2014-12-04T00:00:00,0.75,2014,74,0.0399999991059303,23.0,0.04,pm25,82,moderate
96,14.7,0.0,2014-11-16T00:00:00,0.75,2014,110,0.0339999981224537,39.0,0.025,pm25,95,unhealthy 4 sensitive
96,15.2,0.0,2014-11-15T00:00:00,0.75,2014,76,0.0459999963641167,24.0,0.044,pm25,110,moderate
96,15.2,0.0,2014-11-11T00:00:00,0.75,2014,176,0.0369999967515469,104.0,0.042,pm25,76,unhealthy
86,16.4,0.0,2014-10-30T00:00:00,0.75,2014,115,0.074999988079071,39.0,0.043,ozone,82,unhealthy 4 sensitive
91,17.4,0.0,2014-04-30T00:00:00,0.25,2014,122,0.0769999623298645,26.0,0.038,ozone,201,unhealthy 4 sensitive
88,18.4,0.0,2014-10-22T00:00:00,0.75,2014,68,0.0539999976754189,20.0,0.054,pm25,87,moderate
77,19.4,1.5,2014-05-20T00:00:00,0.25,2014,47,0.0509999990463257,8.0,0.009,ozone,53,good
83,20.4,0.0,2014-10-11T00:00:00,0.75,2014,146,0.0839999914169312,22.0,0.028,ozone,143,unhealthy 4 sensitive
80,22.4,0.0,2014-10-06T00:00:00,0.75,2014,76,0.108999967575073,24.0,0.044,pm25,200,moderate
85,24.4,0.0,2014-08-21T00:00:00,1.0,2014,111,0.0739999413490295,28.0,0.017,ozone,108,unhealthy 4 sensitive
56,24.4,0.0,2014-06-21T00:00:00,1.0,2014,97,0.0689999461174011,10.0,0.011,ozone,87,moderate
80,24.4,0.0,2014-08-16T00:00:00,1.0,2014,201,0.0869999527931213,19.0,0.022,ozone,201,very unhealthy
79,24.4,0.0,2014-09-17T00:00:00,1.0,2014,139,0.0819999575614929,26.0,0.053,ozone,87,unhealthy 4 sensitive
77,24.4,0.0,2014-09-06T00:00:00,1.0,2014,102,0.107999980449677,36.0,0.02,pm25,200,unhealthy 4 sensitive
68,25.4,0.0,2014-06-29T00:00:00,1.0,2014,136,0.0809999704360962,25.0,0.014,ozone,99,unhealthy 4 sensitive
71,26.4,0.0,2014-07-03T00:00:00,1.0,2014,111,0.0739999413490295,28.0,0.014,ozone,139,unhealthy 4 sensitive
87,17.9,0.0,2014-10-23T00:00:00,0.75,2014,87,0.0659999847412109,22.0,0.055,ozone,136,moderate
63,18.9,0.0,2014-05-12T00:00:00,0.25,2014,74,0.061999998986721,22.0,0.017,ozone,100,moderate
73,18.9,3.1,2014-05-05T00:00:00,0.25,2014,61,0.0579999983310699,9.0,0.004,ozone,47,moderate
56,19.9,4.1,2014-05-18T00:00:00,0.25,2014,58,0.056999996304512,6.0,0.003,ozone,51,moderate
80,21.9,0.0,2014-10-08T00:00:00,0.75,2014,200,0.104999959468842,38.0,0.068,ozone,101,unhealthy
90,21.9,0.0,2014-09-28T00:00:00,0.75,2014,105,0.0609999969601631,37.0,0.02,pm25,71,unhealthy 4 sensitive
70,21.9,2.1,2014-06-17T00:00:00,0.25,2014,67,0.0599999986588955,16.0,0.008,ozone,122,moderate
71,22.9,0.0,2014-09-10T00:00:00,1.0,2014,201,0.0859999656677246,27.0,0.047,ozone,201,very unhealthy
83,23.9,0.0,2014-08-20T00:00:00,1.0,2014,108,0.0729999542236328,32.0,0.014,ozone,111,unhealthy 4 sensitive
78,23.9,0.0,2014-09-02T00:00:00,1.0,2014,201,0.0859999656677246,39.0,0.038,ozone,132,very unhealthy
79,23.9,0.0,2014-09-04T00:00:00,1.0,2014,146,0.0839999914169312,28.0,0.03,ozone,201,unhealthy 4 sensitive
79,23.9,0.0,2014-09-09T00:00:00,1.0,2014,111,0.0739999413490295,25.0,0.024,ozone,201,unhealthy 4 sensitive
84,23.9,0.0,2014-09-23T00:00:00,0.75,2014,201,0.0859999656677246,29.0,0.037,ozone,201,very unhealthy
78,23.9,0.0,2014-09-01T00:00:00,1.0,2014,115,0.074999988079071,36.0,0.029,ozone,201,unhealthy 4 sensitive
77,24.9,2.1,2014-06-27T00:00:00,1.0,2014,59,0.0539999976754189,16.0,0.008,pm25,111,moderate
74,24.9,0.0,2014-09-18T00:00:00,1.0,2014,87,0.0489999987185001,29.0,0.015,pm25,97,moderate
63,24.9,0.0,2014-06-25T00:00:00,1.0,2014,102,0.056999996304512,36.0,0.011,pm25,97,unhealthy 4 sensitive
80,24.9,0.0,2014-08-14T00:00:00,1.0,2014,90,0.0669999718666077,30.0,0.017,ozone,201,moderate
76,25.9,0.0,2014-08-07T00:00:00,1.0,2014,201,0.0879999995231628,41.0,0.022,ozone,122,very unhealthy
75,25.9,2.1,2014-07-23T00:00:00,1.0,2014,78,0.0579999983310699,25.0,0.005,pm25,111,moderate
63,25.9,0.0,2014-08-08T00:00:00,1.0,2014,122,0.107999980449677,44.0,0.022,pm25,97,unhealthy 4 sensitive
69,25.9,0.0,2014-07-26T00:00:00,1.0,2014,201,0.0949999690055847,32.0,0.018,ozone,200,very unhealthy
75,25.9,0.0,2014-07-21T00:00:00,1.0,2014,87,0.0659999847412109,25.0,0.008,ozone,108,moderate
56,26.9,0.0,2014-08-02T00:00:00,1.0,2014,200,0.0999999642372131,50.0,0.017,ozone,102,unhealthy
93,16.1,0.0,2014-04-26T00:00:00,0.25,2014,50,0.0539999976754189,5.0,0.004,ozone,71,good
83,19.1,2.6,2014-05-09T00:00:00,0.25,2014,74,0.061999998986721,6.0,0.005,ozone,54,moderate
71,20.1,0.0,2014-10-14T00:00:00,0.75,2014,100,0.0699999928474426,27.0,0.04,ozone,68,moderate
66,22.1,0.0,2014-06-07T00:00:00,0.25,2014,201,0.0899999737739563,19.0,0.01,ozone,150,very unhealthy
84,22.1,0.0,2014-10-05T00:00:00,0.75,2014,200,0.0989999771118164,42.0,0.035,ozone,76,unhealthy
69,23.1,0.0,2014-06-14T00:00:00,0.25,2014,101,0.0709999799728394,17.0,0.013,ozone,84,unhealthy 4 sensitive
83,23.1,0.0,2014-09-13T00:00:00,1.0,2014,99,0.116999983787537,35.0,0.036,pm25,91,moderate
61,24.1,0.0,2014-09-08T00:00:00,1.0,2014,108,0.0729999542236328,35.0,0.016,ozone,111,unhealthy 4 sensitive
84,24.1,0.0,2014-09-22T00:00:00,0.75,2014,100,0.0699999928474426,31.0,0.016,ozone,201,moderate
79,25.1,0.0,2014-08-24T00:00:00,1.0,2014,90,0.0669999718666077,19.0,0.012,ozone,90,moderate
58,26.1,0.0,2014-07-27T00:00:00,1.0,2014,200,0.0989999771118164,28.0,0.008,ozone,115,unhealthy
71,26.1,1.5,2014-07-22T00:00:00,1.0,2014,108,0.0729999542236328,31.0,0.007,ozone,78,unhealthy 4 sensitive
59,26.1,1.5,2014-07-01T00:00:00,1.0,2014,76,0.11599999666214,24.0,0.014,pm25,200,moderate
68,26.1,0.0,2014-07-17T00:00:00,1.0,2014,93,0.0669999718666077,32.0,0.007,pm25,89,moderate
69,8.3,0.0,2014-02-04T00:00:00,0.0,2014,72,0.0399999991059303,22.0,0.106,pm25,102,moderate
89,9.3,0.0,2014-01-06T00:00:00,0.0,2014,164,0.0459999963641167,80.0,0.138,pm25,154,unhealthy
94,9.8,0.0,2014-01-11T00:00:00,0.0,2014,139,0.0419999994337559,51.0,0.048,pm25,110,unhealthy 4 sensitive
95,9.8,0.0,2014-01-12T00:00:00,0.0,2014,110,0.0269999988377094,39.0,0.049,pm25,132,unhealthy 4 sensitive
96,9.8,0.0,2014-01-14T00:00:00,0.0,2014,122,0.0299999974668026,44.0,0.126,pm25,132,unhealthy 4 sensitive
96,9.8,0.0,2014-12-30T00:00:00,0.0,2014,142,0.0179999992251396,52.0,0.0919999,pm25,154,unhealthy 4 sensitive
87,10.3,0.0,2014-01-22T00:00:00,0.0,2014,167,0.0559999980032444,86.0,0.103,pm25,164,unhealthy
92,12.3,0.0,2014-12-16T00:00:00,0.75,2014,112,0.0329999998211861,40.0,0.025,pm25,102,unhealthy 4 sensitive
96,12.8,0.0,2014-11-27T00:00:00,0.75,2014,151,0.0519999973475933,56.0,0.065,pm25,156,unhealthy
96,12.8,0.0,2014-12-21T00:00:00,0.0,2014,97,0.0259999968111515,34.0,0.017,pm25,107,moderate
95,12.8,0.0,2014-12-13T00:00:00,0.75,2014,84,0.0439999997615814,28.0,0.029,pm25,147,moderate
96,12.8,0.0,2014-12-24T00:00:00,0.0,2014,110,0.0359999984502792,39.0,0.04,pm25,91,unhealthy 4 sensitive
90,12.8,0.0,2014-12-25T00:00:00,0.0,2014,91,0.0349999964237213,31.0,0.025,pm25,124,moderate
96,13.8,0.0,2014-12-08T00:00:00,0.75,2014,152,0.0359999984502792,57.0,0.089,pm25,157,unhealthy
97,13.8,0.0,2014-12-10T00:00:00,0.75,2014,152,0.0139999985694885,58.0,0.064,pm25,137,unhealthy
97,13.8,0.0,2014-12-09T00:00:00,0.75,2014,157,0.0149999968707561,68.0,0.046,pm25,152,unhealthy
93,14.3,0.0,2014-12-06T00:00:00,0.75,2014,91,0.040999997407198,31.0,0.05,pm25,119,moderate
93,15.3,0.0,2014-11-13T00:00:00,0.75,2014,137,0.040999997407198,50.0,0.024,pm25,74,unhealthy 4 sensitive
96,15.3,0.0,2014-11-09T00:00:00,0.75,2014,174,0.0779999494552612,101.0,0.048,pm25,175,unhealthy
96,15.3,0.0,2014-11-10T00:00:00,0.75,2014,175,0.0739999413490295,102.0,0.072,pm25,176,unhealthy
87,16.6,1.5,2014-04-28T00:00:00,0.25,2014,77,0.062999963760376,14.0,0.009,ozone,122,moderate
63,18.6,0.0,2014-05-11T00:00:00,0.25,2014,47,0.0509999990463257,11.0,0.021,ozone,74,good
80,18.6,4.6,2014-05-10T00:00:00,0.25,2014,54,0.0559999980032444,11.0,0.004,ozone,47,moderate
87,18.6,0.0,2014-05-01T00:00:00,0.25,2014,201,0.0919999480247498,25.0,0.024,ozone,201,very unhealthy
73,19.6,0.0,2014-05-14T00:00:00,0.25,2014,201,0.0869999527931213,19.0,0.028,ozone,200,very unhealthy
87,20.6,0.0,2014-10-17T00:00:00,0.75,2014,76,0.0589999966323376,24.0,0.037,pm25,80,moderate
84,21.6,0.0,2014-10-02T00:00:00,0.75,2014,129,0.0789999961853027,30.0,0.039,ozone,201,unhealthy 4 sensitive
62,22.6,1.5,2014-06-15T00:00:00,0.25,2014,84,0.0649999976158142,17.0,0.013,ozone,54,moderate
76,22.6,0.0,2014-09-12T00:00:00,1.0,2014,115,0.113999962806702,41.0,0.043,pm25,99,unhealthy 4 sensitive
78,24.6,0.0,2014-08-19T00:00:00,1.0,2014,97,0.0689999461174011,30.0,0.013,ozone,108,moderate
57,24.6,0.0,2014-06-20T00:00:00,1.0,2014,118,0.0759999752044678,18.0,0.02,ozone,97,unhealthy 4 sensitive
53,24.6,0.0,2014-07-07T00:00:00,1.0,2014,150,0.0849999785423279,38.0,0.021,ozone,89,unhealthy 4 sensitive
57,24.6,0.0,2014-08-31T00:00:00,1.0,2014,82,0.0589999966323376,27.0,0.009,pm25,115,moderate
72,24.6,0.0,2014-06-23T00:00:00,1.0,2014,104,0.0719999670982361,25.0,0.012,ozone,97,unhealthy 4 sensitive
82,24.6,0.0,2014-08-22T00:00:00,1.0,2014,108,0.0729999542236328,22.0,0.027,ozone,100,unhealthy 4 sensitive
82,25.6,0.0,2014-08-05T00:00:00,1.0,2014,107,0.0599999986588955,38.0,0.02,pm25,143,unhealthy 4 sensitive
72,25.6,0.0,2014-08-04T00:00:00,1.0,2014,147,0.0549999997019768,54.0,0.02,pm25,107,unhealthy 4 sensitive
46,25.6,0.0,2014-07-06T00:00:00,1.0,2014,143,0.0829999446868896,28.0,0.017,ozone,150,unhealthy 4 sensitive
71,25.6,0.0,2014-08-09T00:00:00,1.0,2014,97,0.0689999461174011,30.0,0.014,ozone,91,moderate
66,26.6,0.0,2014-08-03T00:00:00,1.0,2014,102,0.0609999969601631,36.0,0.018,pm25,147,unhealthy 4 sensitive
95,16.3,0.0,2014-11-01T00:00:00,0.75,2014,76,0.0429999977350235,24.0,0.034,pm25,117,moderate
85,17.3,0.0,2014-04-24T00:00:00,0.25,2014,51,0.0549999997019768,10.0,0.017,ozone,46,moderate
87,18.3,0.0,2014-10-27T00:00:00,0.75,2014,87,0.0479999966919422,29.0,0.038,pm25,84,moderate
80,19.3,0.0,2014-05-02T00:00:00,0.25,2014,201,0.090999960899353,24.0,0.035,ozone,201,very unhealthy
79,19.3,2.1,2014-05-04T00:00:00,0.25,2014,58,0.056999996304512,9.0,0.003,ozone,61,moderate
88,20.3,0.0,2014-10-12T00:00:00,0.75,2014,143,0.0829999446868896,32.0,0.026,ozone,129,unhealthy 4 sensitive
90,20.3,0.0,2014-10-13T00:00:00,0.75,2014,129,0.0789999961853027,29.0,0.086,ozone,100,unhealthy 4 sensitive
76,21.3,0.0,2014-06-01T00:00:00,0.25,2014,201,0.0899999737739563,19.0,0.01,ozone,132,very unhealthy
82,21.3,0.0,2014-06-03T00:00:00,0.25,2014,136,0.0809999704360962,24.0,0.011,ozone,139,unhealthy 4 sensitive
79,21.3,0.0,2014-05-30T00:00:00,0.25,2014,201,0.0899999737739563,10.0,0.033,ozone,129,very unhealthy
75,22.3,0.0,2014-09-11T00:00:00,1.0,2014,201,0.0899999737739563,28.0,0.064,ozone,115,very unhealthy
77,22.3,1.5,2014-06-16T00:00:00,0.25,2014,54,0.0559999980032444,11.0,0.008,ozone,67,moderate
79,22.3,0.0,2014-10-07T00:00:00,0.75,2014,200,0.0989999771118164,25.0,0.063,ozone,200,unhealthy
87,23.3,1.5,2014-09-25T00:00:00,0.75,2014,63,0.0419999994337559,18.0,0.01,pm25,63,moderate
85,24.3,0.0,2014-08-26T00:00:00,1.0,2014,201,0.0859999656677246,21.0,0.022,ozone,201,very unhealthy
80,24.3,1.5,2014-09-19T00:00:00,1.0,2014,97,0.061999998986721,34.0,0.01,pm25,102,moderate
71,24.3,0.0,2014-06-22T00:00:00,1.0,2014,87,0.0659999847412109,23.0,0.011,ozone,104,moderate
60,24.3,1.5,2014-08-17T00:00:00,1.0,2014,201,0.0969999432563782,14.0,0.011,ozone,129,very unhealthy
76,24.3,0.0,2014-09-07T00:00:00,1.0,2014,200,0.10099995136261,26.0,0.013,ozone,108,unhealthy
71,24.3,0.0,2014-09-14T00:00:00,1.0,2014,91,0.112999975681305,31.0,0.015,pm25,146,moderate
69,24.3,0.0,2014-09-15T00:00:00,1.0,2014,146,0.0839999914169312,32.0,0.025,ozone,104,unhealthy 4 sensitive
64,25.3,0.0,2014-08-12T00:00:00,1.0,2014,119,0.0719999670982361,43.0,0.02,pm25,84,unhealthy 4 sensitive
71,25.3,0.0,2014-08-10T00:00:00,1.0,2014,91,0.0669999718666077,31.0,0.007,pm25,100,moderate
78,25.3,2.6,2014-06-28T00:00:00,1.0,2014,111,0.0739999413490295,26.0,0.007,ozone,136,unhealthy 4 sensitive
57,26.3,0.0,2014-07-15T00:00:00,1.0,2014,201,0.0869999527931213,26.0,0.039,ozone,111,very unhealthy
65,26.3,3.1,2014-07-16T00:00:00,1.0,2014,111,0.0739999413490295,24.0,0.01,ozone,93,unhealthy 4 sensitive
71,26.3,0.0,2014-07-04T00:00:00,1.0,2014,139,0.0819999575614929,50.0,0.017,ozone,150,unhealthy 4 sensitive
66,27.3,0.0,2014-08-01T00:00:00,1.0,2014,110,0.108999967575073,39.0,0.024,pm25,200,unhealthy 4 sensitive
89,9.4,0.0,2014-01-08T00:00:00,0.0,2014,168,0.0439999997615814,88.0,0.106,pm25,169,unhealthy
89,9.4,0.0,2014-01-01T00:00:00,0.0,2014,166,0.061999998986721,85.0,0.109,pm25,162,unhealthy
94,9.9,0.0,2014-01-15T00:00:00,0.0,2014,132,0.0419999994337559,48.0,0.114,pm25,158,unhealthy 4 sensitive
95,9.9,0.0,2014-01-10T00:00:00,0.0,2014,157,0.044999998062849,67.0,0.089,pm25,139,unhealthy
96,9.9,0.0,2014-01-13T00:00:00,0.0,2014,132,0.0329999998211861,48.0,0.114,pm25,122,unhealthy 4 sensitive
92,9.9,0.0,2014-01-16T00:00:00,0.0,2014,158,0.0459999963641167,70.0,0.123,pm25,164,unhealthy
74,10.4,0.0,2014-01-21T00:00:00,0.0,2014,164,0.0509999990463257,80.0,0.107,pm25,167,unhealthy
95,10.4,0.0,2014-12-28T00:00:00,0.0,2014,115,0.0389999970793724,41.0,0.081,pm25,119,unhealthy 4 sensitive
96,11.9,0.0,2014-12-15T00:00:00,0.75,2014,82,0.0389999970793724,27.0,0.0779999,pm25,112,moderate
96,12.4,0.0,2014-12-14T00:00:00,0.75,2014,147,0.0309999994933605,54.0,0.065,pm25,82,unhealthy 4 sensitive
95,12.4,0.0,2014-12-18T00:00:00,0.75,2014,80,0.0319999977946281,26.0,0.059,pm25,107,moderate
96,12.9,0.0,2014-11-26T00:00:00,0.75,2014,117,0.044999998062849,42.0,0.113,pm25,151,unhealthy 4 sensitive
92,12.9,0.0,2014-12-01T00:00:00,0.75,2014,70,0.0379999987781048,21.0,0.067,pm25,87,moderate
95,13.4,0.0,2014-12-22T00:00:00,0.0,2014,107,0.0199999995529652,38.0,0.042,pm25,93,unhealthy 4 sensitive
90,13.9,1.5,2014-12-03T00:00:00,0.75,2014,63,0.0329999998211861,18.0,0.021,pm25,74,moderate
96,13.9,0.0,2014-11-18T00:00:00,0.75,2014,89,0.0419999994337559,30.0,0.106,pm25,74,moderate
96,14.9,0.0,2014-11-06T00:00:00,0.75,2014,178,0.0609999969601631,108.0,0.0689999,pm25,182,unhealthy
96,15.4,0.0,2014-11-02T00:00:00,0.75,2014,117,0.0389999970793724,42.0,0.061,pm25,93,unhealthy 4 sensitive
91,15.4,0.0,2014-11-12T00:00:00,0.75,2014,76,0.0509999990463257,24.0,0.064,pm25,137,moderate
89,17.8,0.0,2014-10-24T00:00:00,0.75,2014,136,0.0809999704360962,39.0,0.067,ozone,89,unhealthy 4 sensitive
85,18.8,1.5,2014-10-21T00:00:00,0.75,2014,47,0.0509999990463257,8.0,0.013,ozone,68,good
70,19.8,1.5,2014-05-19T00:00:00,0.25,2014,51,0.0549999997019768,11.0,0.008,ozone,47,moderate
56,21.8,1.5,2014-06-06T00:00:00,0.25,2014,132,0.0799999833106995,20.0,0.024,ozone,201,unhealthy 4 sensitive
87,21.8,0.0,2014-10-15T00:00:00,0.75,2014,68,0.0509999990463257,20.0,0.021,pm25,76,moderate
77,22.8,2.1,2014-09-26T00:00:00,0.75,2014,63,0.0519999973475933,18.0,0.007,pm25,84,moderate
62,23.8,2.6,2014-06-13T00:00:00,0.25,2014,74,0.061999998986721,19.0,0.012,ozone,101,moderate
73,24.8,4.1,2014-06-26T00:00:00,1.0,2014,97,0.0559999980032444,34.0,0.006,pm25,59,moderate
76,24.8,0.0,2014-08-30T00:00:00,1.0,2014,84,0.0649999976158142,15.0,0.018,ozone,82,moderate
