max_rh_93710,max_soil_temp_93710,min_wss_93720,date,Season,year,aqi,ozone,pm25,nox,pollutant,CarryOver,classification
92,11.3,0.0,2012-03-01T00:00:00,0.0,2012,50,0.0479999966919422,12.0,0.026,pm25,93,good
95,11.3,0.0,2012-02-24T00:00:00,0.0,2012,129,0.0639999508857727,47.0,0.048,pm25,50,unhealthy 4 sensitive
94,11.3,0.0,2012-02-15T00:00:00,0.0,2012,66,0.0379999987781048,19.0,0.029,pm25,102,moderate
96,11.3,0.0,2012-12-28T00:00:00,0.0,2012,127,0.0319999977946281,46.0,0.056,pm25,110,unhealthy 4 sensitive
90,11.3,0.0,2012-12-20T00:00:00,0.75,2012,74,0.0399999991059303,23.0,0.125,pm25,66,moderate
92,11.8,1.5,2012-02-11T00:00:00,0.0,2012,59,0.0419999994337559,16.0,0.018,pm25,97,moderate
78,11.8,1.5,2012-03-06T00:00:00,0.0,2012,44,0.0479999966919422,10.0,0.009,ozone,59,good
96,11.8,0.0,2012-01-31T00:00:00,0.0,2012,157,0.0419999994337559,67.0,0.056,pm25,107,unhealthy
95,11.8,0.0,2012-02-01T00:00:00,0.0,2012,107,0.0399999991059303,38.0,0.031,pm25,99,unhealthy 4 sensitive
93,12.3,0.0,2012-12-19T00:00:00,0.75,2012,134,0.0349999964237213,49.0,0.09,pm25,74,unhealthy 4 sensitive
91,12.8,2.1,2012-12-17T00:00:00,0.75,2012,59,0.0369999967515469,16.0,0.026,pm25,36,moderate
93,12.8,1.5,2012-12-18T00:00:00,0.75,2012,36,0.0389999970793724,5.0,0.018,ozone,134,good
96,12.8,0.0,2012-12-14T00:00:00,0.75,2012,129,0.0199999995529652,47.0,0.064,pm25,160,unhealthy 4 sensitive
96,14.3,0.0,2012-11-27T00:00:00,0.75,2012,160,0.0309999994933605,72.0,0.091,pm25,25,unhealthy
95,14.3,0.0,2012-04-16T00:00:00,0.25,2012,84,0.0649999976158142,26.0,0.013,ozone,77,moderate
94,14.3,0.0,2012-11-29T00:00:00,0.75,2012,50,0.0379999987781048,12.0,0.025,pm25,33,good
96,15.3,2.6,2012-12-06T00:00:00,0.75,2012,66,0.0229999981820583,19.0,0.011,pm25,95,moderate
96,15.3,0.0,2012-11-22T00:00:00,0.75,2012,102,0.0269999988377094,36.0,0.017,pm25,153,unhealthy 4 sensitive
86,15.3,0.0,2012-11-16T00:00:00,0.75,2012,122,0.0439999997615814,44.0,0.022,pm25,66,unhealthy 4 sensitive
92,15.8,0.0,2012-11-17T00:00:00,0.75,2012,66,0.0349999964237213,19.0,0.013,pm25,97,moderate
92,16.6,0.0,2012-04-20T00:00:00,0.25,2012,115,0.074999988079071,32.0,0.02,ozone,201,unhealthy 4 sensitive
90,18.6,0.0,2012-10-30T00:00:00,0.75,2012,118,0.0759999752044678,32.0,0.068,ozone,112,unhealthy 4 sensitive
86,20.6,0.0,2012-05-27T00:00:00,0.25,2012,53,0.0549999997019768,13.0,0.005,pm25,64,moderate
91,20.6,0.0,2012-10-12T00:00:00,0.75,2012,82,0.0389999970793724,27.0,0.038,pm25,80,moderate
67,21.6,1.5,2012-05-24T00:00:00,0.25,2012,104,0.0719999670982361,11.0,0.007,ozone,49,unhealthy 4 sensitive
70,22.6,0.0,2012-06-24T00:00:00,1.0,2012,51,0.0549999997019768,11.0,0.006,ozone,61,moderate
78,22.6,2.1,2012-06-30T00:00:00,1.0,2012,59,0.0499999970197678,16.0,0.008,pm25,46,moderate
60,23.6,0.0,2012-07-05T00:00:00,1.0,2012,108,0.0729999542236328,19.0,0.014,ozone,125,unhealthy 4 sensitive
75,23.6,0.0,2012-07-04T00:00:00,1.0,2012,201,0.0879999995231628,40.0,0.014,ozone,108,very unhealthy
74,24.6,0.0,2012-07-27T00:00:00,1.0,2012,118,0.0759999752044678,15.0,0.012,ozone,115,unhealthy 4 sensitive
80,24.6,0.0,2012-07-28T00:00:00,1.0,2012,115,0.074999988079071,17.0,0.012,ozone,108,unhealthy 4 sensitive
58,24.6,0.0,2012-09-08T00:00:00,1.0,2012,136,0.0809999704360962,21.0,0.019,ozone,201,unhealthy 4 sensitive
66,24.6,0.0,2012-09-07T00:00:00,1.0,2012,150,0.0849999785423279,29.0,0.025,ozone,136,unhealthy 4 sensitive
78,24.6,0.0,2012-07-17T00:00:00,1.0,2012,97,0.0689999461174011,17.0,0.008,ozone,115,moderate
53,24.6,0.0,2012-09-09T00:00:00,1.0,2012,201,0.0859999656677246,19.0,0.011,ozone,115,very unhealthy
78,24.6,0.0,2012-09-06T00:00:00,1.0,2012,150,0.0849999785423279,35.0,0.028,ozone,150,unhealthy 4 sensitive
87,25.6,0.0,2012-08-30T00:00:00,1.0,2012,87,0.107999980449677,29.0,0.031,pm25,104,moderate
94,18.3,0.0,2012-11-01T00:00:00,0.75,2012,105,0.0169999971985817,37.0,0.037,pm25,102,unhealthy 4 sensitive
94,18.3,0.0,2012-10-27T00:00:00,0.75,2012,107,0.0609999969601631,38.0,0.047,pm25,111,unhealthy 4 sensitive
93,18.3,0.0,2012-10-26T00:00:00,0.75,2012,80,0.040999997407198,26.0,0.0739999,pm25,107,moderate
95,20.3,0.0,2012-10-22T00:00:00,0.75,2012,50,0.040999997407198,12.0,0.034,pm25,50,good
74,21.3,0.0,2012-06-07T00:00:00,0.25,2012,61,0.0579999983310699,17.0,0.016,pm25,80,moderate
78,21.3,1.5,2012-06-06T00:00:00,0.25,2012,54,0.0559999980032444,10.0,0.012,ozone,61,moderate
75,21.3,1.5,2012-05-28T00:00:00,0.25,2012,64,0.0589999966323376,10.0,0.005,ozone,67,moderate
62,22.3,2.6,2012-06-25T00:00:00,1.0,2012,61,0.0579999983310699,10.0,0.006,ozone,58,moderate
59,22.3,0.0,2012-06-28T00:00:00,1.0,2012,115,0.074999988079071,27.0,0.016,ozone,71,unhealthy 4 sensitive
78,23.3,0.0,2012-10-03T00:00:00,0.75,2012,80,0.114999949932098,26.0,0.071,pm25,111,moderate
81,24.3,0.0,2012-09-21T00:00:00,1.0,2012,150,0.0849999785423279,25.0,0.044,ozone,102,unhealthy 4 sensitive
67,25.3,0.0,2012-08-31T00:00:00,1.0,2012,104,0.0719999670982361,24.0,0.017,ozone,90,unhealthy 4 sensitive
83,25.3,0.0,2012-08-23T00:00:00,1.0,2012,129,0.0789999961853027,40.0,0.033,ozone,201,unhealthy 4 sensitive
68,25.3,0.0,2012-08-25T00:00:00,1.0,2012,201,0.0929999947547913,27.0,0.017,ozone,87,very unhealthy
72,25.3,0.0,2012-08-29T00:00:00,1.0,2012,200,0.103999972343445,32.0,0.029,ozone,87,unhealthy
80,25.3,0.0,2012-08-24T00:00:00,1.0,2012,201,0.0879999995231628,34.0,0.044,ozone,201,very unhealthy
73,26.3,0.0,2012-08-12T00:00:00,1.0,2012,200,0.103999972343445,34.0,0.018,ozone,95,unhealthy
86,9.9,0.0,2012-01-15T00:00:00,0.0,2012,151,0.0479999966919422,56.0,0.06,pm25,70,unhealthy
85,9.9,0.0,2012-01-16T00:00:00,0.0,2012,70,0.0369999967515469,21.0,0.046,pm25,127,moderate
92,10.4,0.0,2012-01-10T00:00:00,0.0,2012,154,0.0419999994337559,61.0,0.128,pm25,162,unhealthy
94,10.4,0.0,2012-01-09T00:00:00,0.0,2012,152,0.0419999994337559,58.0,0.144,pm25,154,unhealthy
96,10.4,0.0,2012-01-08T00:00:00,0.0,2012,157,0.0359999984502792,67.0,0.104,pm25,152,unhealthy
96,10.4,0.0,2012-01-07T00:00:00,0.0,2012,159,0.0219999998807907,71.0,0.085,pm25,157,unhealthy
94,10.9,0.0,2012-12-29T00:00:00,0.0,2012,110,0.0349999964237213,39.0,0.046,pm25,89,unhealthy 4 sensitive
93,10.9,0.0,2012-02-27T00:00:00,0.0,2012,66,0.0439999997615814,19.0,0.022,pm25,93,moderate
94,10.9,0.0,2012-02-22T00:00:00,0.0,2012,99,0.044999998062849,35.0,0.064,pm25,117,moderate
72,10.9,0.0,2012-02-07T00:00:00,0.0,2012,59,0.0399999991059303,16.0,0.033,pm25,84,moderate
93,10.9,0.0,2012-02-04T00:00:00,0.0,2012,102,0.0479999966919422,36.0,0.075,pm25,84,unhealthy 4 sensitive
96,11.4,0.0,2012-03-02T00:00:00,0.0,2012,93,0.028999999165535,32.0,0.076,pm25,95,moderate
75,11.4,2.6,2012-02-25T00:00:00,0.0,2012,50,0.044999998062849,12.0,0.007,pm25,72,good
92,11.4,0.0,2012-02-08T00:00:00,0.0,2012,84,0.0419999994337559,28.0,0.051,pm25,107,moderate
95,11.4,0.0,2012-02-09T00:00:00,0.0,2012,107,0.0529999993741512,38.0,0.08,pm25,107,unhealthy 4 sensitive
60,11.4,0.0,2012-03-07T00:00:00,0.0,2012,59,0.0499999970197678,16.0,0.055,pm25,70,moderate
80,11.4,0.0,2012-03-08T00:00:00,0.0,2012,70,0.0559999980032444,21.0,0.0829999,pm25,66,moderate
96,11.9,0.0,2012-12-24T00:00:00,0.0,2012,50,0.040999997407198,12.0,0.023,pm25,70,good
95,12.4,0.0,2012-03-19T00:00:00,0.0,2012,59,0.0469999983906746,16.0,0.039,pm25,78,moderate
94,12.4,0.0,2012-01-28T00:00:00,0.0,2012,119,0.0349999964237213,43.0,0.062,pm25,134,unhealthy 4 sensitive
78,12.4,0.0,2012-03-13T00:00:00,0.0,2012,63,0.0469999983906746,18.0,0.015,pm25,43,moderate
94,12.9,0.0,2012-03-21T00:00:00,0.25,2012,66,0.0589999966323376,19.0,0.034,pm25,59,moderate
93,12.9,1.5,2012-04-14T00:00:00,0.25,2012,44,0.0469999983906746,7.0,0.012,ozone,61,good
96,13.4,0.0,2012-12-13T00:00:00,0.75,2012,78,0.0369999967515469,25.0,0.08,pm25,129,moderate
93,13.9,0.0,2012-12-12T00:00:00,0.75,2012,137,0.0329999998211861,50.0,0.04,pm25,78,unhealthy 4 sensitive
91,13.9,0.0,2012-04-07T00:00:00,0.25,2012,90,0.0669999718666077,22.0,0.046,ozone,129,moderate
96,13.9,2.1,2012-04-12T00:00:00,0.25,2012,63,0.0469999983906746,18.0,0.008,pm25,54,moderate
96,14.4,0.0,2012-12-10T00:00:00,0.75,2012,156,0.0169999971985817,65.0,0.121,pm25,134,unhealthy
81,14.4,3.1,2012-04-05T00:00:00,0.25,2012,45,0.0489999987185001,9.0,0.008,ozone,47,good
84,14.4,0.0,2012-04-09T00:00:00,0.25,2012,129,0.0789999961853027,25.0,0.019,ozone,90,unhealthy 4 sensitive
93,14.9,0.0,2012-04-02T00:00:00,0.25,2012,66,0.0509999990463257,19.0,0.028,pm25,77,moderate
96,14.9,0.0,2012-11-24T00:00:00,0.75,2012,152,0.0379999987781048,57.0,0.053,pm25,156,unhealthy
93,14.9,1.5,2012-12-01T00:00:00,0.75,2012,42,0.028999999165535,10.0,0.016,pm25,32,good
95,15.4,0.0,2012-12-07T00:00:00,0.75,2012,95,0.0269999988377094,33.0,0.115,pm25,84,moderate
96,15.4,0.0,2012-12-04T00:00:00,0.75,2012,87,0.0249999985098839,29.0,0.039,pm25,80,moderate
95,15.4,0.0,2012-11-21T00:00:00,0.75,2012,80,0.0419999994337559,26.0,0.034,pm25,102,moderate
95,15.9,0.0,2012-11-18T00:00:00,0.75,2012,97,0.0369999967515469,34.0,0.048,pm25,110,moderate
65,21.8,4.1,2012-05-23T00:00:00,0.25,2012,87,0.0659999847412109,10.0,0.005,ozone,104,moderate
72,21.8,0.0,2012-10-09T00:00:00,0.75,2012,59,0.0509999990463257,16.0,0.026,pm25,74,moderate
81,22.8,0.0,2012-05-31T00:00:00,0.25,2012,200,0.10099995136261,41.0,0.022,ozone,200,unhealthy
62,22.8,0.0,2012-06-03T00:00:00,0.25,2012,84,0.0649999976158142,10.0,0.005,ozone,89,moderate
78,23.8,0.0,2012-06-21T00:00:00,1.0,2012,146,0.0839999914169312,24.0,0.018,ozone,50,unhealthy 4 sensitive
80,23.8,0.0,2012-09-25T00:00:00,0.75,2012,118,0.0759999752044678,27.0,0.048,ozone,201,unhealthy 4 sensitive
80,24.8,0.0,2012-08-01T00:00:00,1.0,2012,201,0.0919999480247498,22.0,0.036,ozone,200,very unhealthy
73,24.8,0.0,2012-07-12T00:00:00,1.0,2012,102,0.123999953269958,36.0,0.045,pm25,150,unhealthy 4 sensitive
80,24.8,0.0,2012-07-31T00:00:00,1.0,2012,200,0.103999972343445,30.0,0.025,ozone,201,unhealthy
69,24.8,0.0,2012-09-19T00:00:00,1.0,2012,150,0.0849999785423279,25.0,0.02,ozone,136,unhealthy 4 sensitive
77,24.8,0.0,2012-08-02T00:00:00,1.0,2012,200,0.101999998092651,23.0,0.026,ozone,201,unhealthy
87,24.8,0.0,2012-09-01T00:00:00,1.0,2012,90,0.0669999718666077,22.0,0.014,ozone,108,moderate
80,25.8,0.0,2012-09-16T00:00:00,1.0,2012,201,0.0899999737739563,23.0,0.025,ozone,108,very unhealthy
71,25.8,0.0,2012-08-04T00:00:00,1.0,2012,122,0.0769999623298645,16.0,0.016,ozone,93,unhealthy 4 sensitive
73,25.8,0.0,2012-06-18T00:00:00,0.25,2012,143,0.0829999446868896,18.0,0.023,ozone,115,unhealthy 4 sensitive
78,25.8,0.0,2012-08-20T00:00:00,1.0,2012,108,0.0729999542236328,18.0,0.047,ozone,201,unhealthy 4 sensitive
77,25.8,0.0,2012-08-26T00:00:00,1.0,2012,87,0.0659999847412109,17.0,0.009,ozone,143,moderate
95,8.0,0.0,2013-01-19T00:00:00,0.0,2013,132,0.0349999964237213,48.0,0.122,pm25,151,unhealthy 4 sensitive
95,8.0,0.0,2013-01-14T00:00:00,0.0,2013,149,0.0339999981224537,55.0,0.157,pm25,147,unhealthy 4 sensitive
93,9.0,0.0,2013-02-10T00:00:00,0.0,2013,102,0.0429999977350235,36.0,0.046,pm25,72,unhealthy 4 sensitive
94,9.0,0.0,2013-12-14T00:00:00,0.75,2013,166,0.0369999967515469,85.0,0.1,pm25,167,unhealthy
94,9.0,0.0,2013-12-12T00:00:00,0.75,2013,139,0.0199999995529652,51.0,0.157,pm25,154,unhealthy 4 sensitive
88,9.5,0.0,2013-02-12T00:00:00,0.0,2013,84,0.0499999970197678,28.0,0.067,pm25,95,moderate
90,9.5,0.0,2013-12-30T00:00:00,0.0,2013,158,0.0439999997615814,69.0,0.113,pm25,159,unhealthy
96,9.5,0.0,2013-01-31T00:00:00,0.0,2013,117,0.0419999994337559,42.0,0.098,pm25,153,unhealthy 4 sensitive
94,9.5,0.0,2013-02-20T00:00:00,0.0,2013,82,0.0359999984502792,27.0,0.02,pm25,70,moderate
94,9.5,0.0,2013-12-29T00:00:00,0.0,2013,166,0.0549999997019768,85.0,0.117,pm25,158,unhealthy
92,9.5,0.0,2013-12-31T00:00:00,0.0,2013,159,0.0369999967515469,71.0,0.143,pm25,166,unhealthy
94,9.5,0.0,2013-01-29T00:00:00,0.0,2013,99,0.0399999991059303,35.0,0.073,pm25,105,moderate
92,10.0,0.0,2013-02-23T00:00:00,0.0,2013,87,0.0459999963641167,29.0,0.027,pm25,68,moderate
95,10.0,0.0,2013-01-07T00:00:00,0.0,2013,152,0.0329999998211861,57.0,0.104,pm25,119,unhealthy
96,10.0,0.0,2013-01-24T00:00:00,0.0,2013,154,0.0149999968707561,62.0,0.062,pm25,99,unhealthy
95,10.0,0.0,2013-12-08T00:00:00,0.75,2013,93,0.0369999967515469,32.0,0.067,pm25,129,moderate
95,10.5,0.0,2013-02-26T00:00:00,0.0,2013,129,0.0439999997615814,47.0,0.096,pm25,97,unhealthy 4 sensitive
92,12.0,0.0,2013-03-01T00:00:00,0.0,2013,105,0.0679999589920044,37.0,0.065,pm25,107,unhealthy 4 sensitive
95,13.5,0.0,2013-11-26T00:00:00,0.75,2013,151,0.0399999991059303,56.0,0.113,pm25,102,unhealthy
95,13.5,0.0,2013-03-12T00:00:00,0.0,2013,91,0.0599999986588955,31.0,0.061,pm25,136,moderate
93,13.5,0.0,2013-11-29T00:00:00,0.75,2013,119,0.044999998062849,43.0,0.077,pm25,129,unhealthy 4 sensitive
87,14.0,0.0,2013-11-18T00:00:00,0.75,2013,95,0.0519999973475933,33.0,0.056,pm25,95,moderate
96,14.0,0.0,2013-11-23T00:00:00,0.75,2013,89,0.0389999970793724,30.0,0.073,pm25,99,moderate
90,14.5,0.0,2013-11-16T00:00:00,0.75,2013,87,0.0539999976754189,29.0,0.053,pm25,122,moderate
85,19.0,1.5,2013-05-09T00:00:00,0.25,2013,68,0.0599999986588955,20.0,0.015,pm25,100,moderate
79,20.0,3.1,2013-05-28T00:00:00,0.25,2013,49,0.0529999993741512,8.0,0.009,ozone,87,good
78,20.0,4.1,2013-05-27T00:00:00,0.25,2013,44,0.0469999983906746,8.0,0.005,ozone,49,good
74,22.0,2.6,2013-05-16T00:00:00,0.25,2013,61,0.0499999970197678,17.0,0.016,pm25,58,moderate
73,22.0,0.0,2013-05-12T00:00:00,0.25,2013,200,0.10099995136261,29.0,0.011,ozone,200,unhealthy
76,22.0,2.1,2013-06-19T00:00:00,0.25,2013,55,0.0509999990463257,14.0,0.005,pm25,54,moderate
84,24.0,0.0,2013-09-19T00:00:00,1.0,2013,201,0.0919999480247498,20.0,0.044,ozone,201,very unhealthy
75,26.0,0.0,2013-08-06T00:00:00,1.0,2013,74,0.0599999986588955,23.0,0.023,pm25,70,moderate
68,27.0,0.0,2013-08-21T00:00:00,1.0,2013,101,0.0709999799728394,21.0,0.026,ozone,101,unhealthy 4 sensitive
77,27.0,0.0,2013-08-19T00:00:00,1.0,2013,201,0.0859999656677246,20.0,0.021,ozone,201,very unhealthy
57,27.0,1.5,2013-07-05T00:00:00,1.0,2013,84,0.0649999976158142,19.0,0.008,ozone,136,moderate
72,28.0,0.0,2013-07-31T00:00:00,1.0,2013,139,0.0769999623298645,51.0,0.022,pm25,58,unhealthy 4 sensitive
78,28.0,0.0,2013-07-30T00:00:00,1.0,2013,201,0.0859999656677246,65.0,0.016,ozone,139,very unhealthy
85,16.5,0.0,2013-04-25T00:00:00,0.25,2013,97,0.0689999461174011,18.0,0.021,ozone,100,moderate
68,17.5,1.5,2013-04-30T00:00:00,0.25,2013,90,0.0669999718666077,16.0,0.013,ozone,118,moderate
86,17.5,0.0,2013-04-29T00:00:00,0.25,2013,201,0.0889999866485596,30.0,0.043,ozone,90,very unhealthy
84,18.5,0.0,2013-10-23T00:00:00,0.75,2013,201,0.0919999480247498,53.0,0.048,ozone,201,very unhealthy
68,20.5,0.0,2013-05-20T00:00:00,0.25,2013,139,0.0819999575614929,16.0,0.022,ozone,104,unhealthy 4 sensitive
73,21.5,0.0,2013-05-04T00:00:00,0.25,2013,201,0.0889999866485596,20.0,0.027,ozone,78,very unhealthy
66,22.5,2.1,2013-06-21T00:00:00,1.0,2013,61,0.0579999983310699,10.0,0.014,ozone,144,moderate
91,22.5,0.0,2013-09-23T00:00:00,0.75,2013,104,0.0719999670982361,21.0,0.041,ozone,139,unhealthy 4 sensitive
71,23.5,2.1,2013-06-05T00:00:00,0.25,2013,111,0.0739999413490295,16.0,0.01,ozone,146,unhealthy 4 sensitive
85,24.5,0.0,2013-09-18T00:00:00,1.0,2013,93,0.0679999589920044,14.0,0.022,ozone,201,moderate
71,24.5,0.0,2013-06-07T00:00:00,0.25,2013,201,0.0889999866485596,24.0,0.017,ozone,105,very unhealthy
84,25.5,0.0,2013-08-09T00:00:00,1.0,2013,77,0.062999963760376,22.0,0.013,ozone,74,moderate
77,26.5,0.0,2013-07-13T00:00:00,1.0,2013,201,0.0899999737739563,27.0,0.016,ozone,146,very unhealthy
78,26.5,0.0,2013-08-23T00:00:00,1.0,2013,84,0.0649999976158142,19.0,0.018,ozone,100,moderate
58,27.5,0.0,2013-07-24T00:00:00,1.0,2013,201,0.090999960899353,14.0,0.021,ozone,129,very unhealthy
96,8.1,0.0,2013-01-20T00:00:00,0.0,2013,151,0.0419999994337559,56.0,0.116,pm25,149,unhealthy
94,9.1,0.0,2013-12-15T00:00:00,0.75,2013,167,0.0349999964237213,86.0,0.095,pm25,170,unhealthy
94,9.1,0.0,2013-12-11T00:00:00,0.75,2013,139,0.0269999988377094,51.0,0.183,pm25,139,unhealthy 4 sensitive
93,9.6,0.0,2013-02-21T00:00:00,0.0,2013,70,0.028999999165535,21.0,0.096,pm25,112,moderate
95,9.6,0.0,2013-01-11T00:00:00,0.0,2013,129,0.0359999984502792,47.0,0.117,pm25,154,unhealthy 4 sensitive
95,9.6,0.0,2013-02-09T00:00:00,0.0,2013,139,0.0439999997615814,51.0,0.055,pm25,102,unhealthy 4 sensitive
94,9.6,0.0,2013-12-27T00:00:00,0.0,2013,162,0.044999998062849,77.0,0.115,pm25,163,unhealthy
96,10.1,0.0,2013-01-02T00:00:00,0.0,2013,129,0.0269999988377094,47.0,0.115,pm25,124,unhealthy 4 sensitive
97,10.1,0.0,2013-02-07T00:00:00,0.0,2013,122,0.0359999984502792,44.0,0.066,pm25,82,unhealthy 4 sensitive
95,10.6,0.0,2013-02-15T00:00:00,0.0,2013,107,0.0549999997019768,38.0,0.06,pm25,84,unhealthy 4 sensitive
96,10.6,0.0,2013-01-25T00:00:00,0.0,2013,99,0.0049999989569187,35.0,0.034,pm25,119,moderate
93,12.1,0.0,2013-12-04T00:00:00,0.75,2013,107,0.0249999985098839,38.0,0.098,pm25,134,unhealthy 4 sensitive
94,12.1,1.5,2013-03-08T00:00:00,0.0,2013,46,0.0379999987781048,11.0,0.013,pm25,80,good
95,12.1,0.0,2013-03-09T00:00:00,0.0,2013,80,0.0419999994337559,26.0,0.011,pm25,87,moderate
92,12.6,0.0,2013-03-02T00:00:00,0.0,2013,107,0.0649999976158142,38.0,0.037,pm25,87,unhealthy 4 sensitive
94,12.6,0.0,2013-12-03T00:00:00,0.75,2013,156,0.0339999981224537,66.0,0.102,pm25,107,unhealthy
81,13.1,0.0,2013-03-06T00:00:00,0.0,2013,63,0.044999998062849,18.0,0.013,pm25,66,moderate
95,13.6,0.0,2013-11-27T00:00:00,0.75,2013,102,0.044999998062849,36.0,0.102,pm25,119,unhealthy 4 sensitive
95,13.6,0.0,2013-11-25T00:00:00,0.75,2013,110,0.0429999977350235,39.0,0.0739999,pm25,151,unhealthy 4 sensitive
91,17.2,0.0,2013-04-28T00:00:00,0.25,2013,139,0.0819999575614929,24.0,0.02,ozone,201,unhealthy 4 sensitive
89,18.2,0.0,2013-10-27T00:00:00,0.75,2013,201,0.0889999866485596,44.0,0.038,ozone,66,very unhealthy
73,20.2,2.1,2013-05-18T00:00:00,0.25,2013,97,0.0689999461174011,16.0,0.009,ozone,87,moderate
73,20.2,0.0,2013-05-19T00:00:00,0.25,2013,87,0.0659999847412109,13.0,0.008,ozone,139,moderate
75,20.2,4.1,2013-05-26T00:00:00,0.25,2013,46,0.0429999977350235,11.0,0.005,pm25,44,good
82,20.2,0.0,2013-09-26T00:00:00,0.75,2013,38,0.040999997407198,9.0,0.034,pm25,63,good
75,22.2,0.0,2013-05-30T00:00:00,0.25,2013,87,0.0659999847412109,14.0,0.015,ozone,129,moderate
83,23.2,0.0,2013-06-25T00:00:00,1.0,2013,61,0.0559999980032444,17.0,0.015,pm25,61,moderate
92,23.2,2.1,2013-09-22T00:00:00,0.75,2013,50,0.0509999990463257,12.0,0.01,pm25,104,good
78,25.2,0.0,2013-09-16T00:00:00,1.0,2013,90,0.0669999718666077,14.0,0.012,ozone,51,moderate
67,26.2,0.0,2013-08-27T00:00:00,1.0,2013,111,0.0739999413490295,13.0,0.025,ozone,97,unhealthy 4 sensitive
74,26.2,0.0,2013-08-26T00:00:00,1.0,2013,80,0.0639999508857727,18.0,0.01,ozone,111,moderate
80,26.2,0.0,2013-08-16T00:00:00,1.0,2013,201,0.0899999737739563,14.0,0.018,ozone,139,very unhealthy
76,26.2,0.0,2013-08-31T00:00:00,1.0,2013,139,0.0819999575614929,27.0,0.018,ozone,64,unhealthy 4 sensitive
50,26.2,1.5,2013-07-11T00:00:00,1.0,2013,143,0.0829999446868896,16.0,0.015,ozone,143,unhealthy 4 sensitive
78,26.2,0.0,2013-08-25T00:00:00,1.0,2013,77,0.062999963760376,17.0,0.009,ozone,80,moderate
75,26.2,0.0,2013-08-24T00:00:00,1.0,2013,100,0.0699999928474426,18.0,0.022,ozone,77,moderate
64,27.2,0.0,2013-07-14T00:00:00,1.0,2013,146,0.0839999914169312,18.0,0.011,ozone,108,unhealthy 4 sensitive
58,27.2,0.0,2013-07-15T00:00:00,1.0,2013,108,0.0729999542236328,15.0,0.016,ozone,282,unhealthy 4 sensitive
59,27.2,1.5,2013-08-01T00:00:00,1.0,2013,58,0.056999996304512,13.0,0.014,ozone,87,moderate
74,28.2,0.0,2013-07-29T00:00:00,1.0,2013,122,0.0769999623298645,35.0,0.019,ozone,201,unhealthy 4 sensitive
59,29.2,1.5,2013-07-27T00:00:00,1.0,2013,87,0.0659999847412109,16.0,0.012,ozone,93,moderate
78,19.7,0.0,2013-10-04T00:00:00,0.75,2013,64,0.0589999966323376,18.0,0.047,ozone,84,moderate
75,22.7,0.0,2013-06-01T00:00:00,0.25,2013,200,0.102999985218048,20.0,0.031,ozone,200,unhealthy
78,22.7,3.6,2013-06-18T00:00:00,0.25,2013,53,0.0529999993741512,13.0,0.008,pm25,55,moderate
63,22.7,0.0,2013-06-22T00:00:00,1.0,2013,144,0.0689999461174011,53.0,0.018,pm25,57,unhealthy 4 sensitive
69,22.7,2.6,2013-06-23T00:00:00,1.0,2013,57,0.0399999991059303,15.0,0.007,pm25,38,moderate
79,25.7,0.0,2013-09-10T00:00:00,1.0,2013,132,0.0799999833106995,36.0,0.04,ozone,77,unhealthy 4 sensitive
80,25.7,0.0,2013-08-04T00:00:00,1.0,2013,201,0.0879999995231628,20.0,0.011,ozone,122,very unhealthy
71,26.7,0.0,2013-08-22T00:00:00,1.0,2013,101,0.0709999799728394,19.0,0.017,ozone,84,unhealthy 4 sensitive
71,26.7,0.0,2013-07-19T00:00:00,1.0,2013,201,0.093999981880188,20.0,0.027,ozone,80,very unhealthy
70,26.7,2.6,2013-09-04T00:00:00,1.0,2013,101,0.0709999799728394,19.0,0.012,ozone,100,unhealthy 4 sensitive
57,27.7,0.0,2013-07-22T00:00:00,1.0,2013,93,0.0679999589920044,23.0,0.012,ozone,201,moderate
71,28.7,0.0,2013-07-28T00:00:00,1.0,2013,93,0.0679999589920044,19.0,0.011,ozone,122,moderate
95,7.6,0.0,2013-01-15T00:00:00,0.0,2013,147,0.0389999970793724,54.0,0.149,pm25,115,unhealthy 4 sensitive
94,7.6,0.0,2013-01-16T00:00:00,0.0,2013,115,0.0299999974668026,41.0,0.152,pm25,115,unhealthy 4 sensitive
96,8.2,0.0,2013-01-21T00:00:00,0.0,2013,149,0.0459999963641167,55.0,0.087,pm25,157,unhealthy 4 sensitive
96,9.7,0.0,2013-01-03T00:00:00,0.0,2013,124,0.0279999971389771,45.0,0.0779999,pm25,156,unhealthy 4 sensitive
92,9.7,0.0,2013-12-22T00:00:00,0.0,2013,139,0.0439999997615814,51.0,0.124,pm25,137,unhealthy 4 sensitive
94,9.7,0.0,2013-12-24T00:00:00,0.0,2013,161,0.0429999977350235,75.0,0.113,pm25,159,unhealthy
96,9.7,0.0,2013-02-08T00:00:00,0.0,2013,82,0.0399999991059303,27.0,0.051,pm25,139,moderate
95,9.7,0.0,2013-12-28T00:00:00,0.0,2013,163,0.0329999998211861,78.0,0.125,pm25,166,unhealthy
96,9.7,0.0,2013-02-01T00:00:00,0.0,2013,153,0.0429999977350235,60.0,0.11,pm25,147,unhealthy
94,9.7,0.0,2013-12-26T00:00:00,0.0,2013,157,0.0519999973475933,68.0,0.134,pm25,162,unhealthy
